Unnamed: 0,업종,상호명,행정시,address,전화번호,y,x,place_url,thumbnail,image_link
35,운송장비용 주유소업,동산주유소 ,,제주특별자치도 제주시 연북로 130 ,064-749-5144,33.4815273297734,126.495289305171,http://place.map.kakao.com/7839519,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/079/2006/12/07/07172535905_60200010.jpg&type=b150,http://imgnews.naver.net/image/079/2006/12/07/07172535905_60200010.jpg
36,운송장비용 주유소업,씨제이대한통운(주)동서주유소,,제주특별자치도 제주시 연삼로 892 ,064-756-5151,,,,,
37,운송장비용 주유소업,동아주유소 ,,제주특별자치도 제주시 동광로 178 ,064-751-5149,33.5100968697808,126.544593416534,http://place.map.kakao.com/11412489,,
38,운송장비용 주유소업,동일주유소 ,,제주특별자치도 제주시 동광로 103  ,064-758-3341,33.506120460605054,126.538397955972,http://place.map.kakao.com/8280986,https://search.pstatic.net/common/?src=http://post.phinf.naver.net/MjAyMDEwMTVfMTY4/MDAxNjAyNzUxMjU5MjYw.Z-CIYiq_JepG3VaDIdmt6CV9SgQOHr2IPLFEgiLa11og.6jsb-f0WIZMwf58EdhLl0N49koDm2gCALjGk07EP5Xsg.JPEG/IRnHnE7T6YbAeeeYxcw2on1aBt64.jpg&type=b150,http://post.phinf.naver.net/MjAyMDEwMTVfMTY4/MDAxNjAyNzUxMjU5MjYw.Z-CIYiq_JepG3VaDIdmt6CV9SgQOHr2IPLFEgiLa11og.6jsb-f0WIZMwf58EdhLl0N49koDm2gCALjGk07EP5Xsg.JPEG/IRnHnE7T6YbAeeeYxcw2on1aBt64.jpg
39,운송장비용 주유소업,동화주유소 ,,제주특별자치도 제주시 일주동로 232  ,064-756-7502,33.5190500354926,126.570440102599,http://place.map.kakao.com/8272116,,
40,운송장비용 주유소업,명지주유소 ,,제주특별자치도 제주시 일주동로 247 ,064-755-9892,33.5200819773982,126.571631960624,http://place.map.kakao.com/157010976,,
41,운송장비용 주유소업,명품주유소 ,,제주특별자치도 제주시 월광로 101 ,064-712-5155,33.4891430001589,126.470001854153,http://place.map.kakao.com/8996525,,
42,운송장비용 주유소업,밝은주유소 ,,제주특별자치도 제주시 오남로 108 ,064-746-0051,33.486286684106,126.516738255793,http://place.map.kakao.com/7887883,,
43,운송장비용 주유소업,백록담주유소 ,,제주특별자치도 제주시 임항로 291 ,064-723-5757,33.5143351709424,126.538965690449,http://place.map.kakao.com/341059653,,
44,운송장비용 주유소업,백록주유소 ,,제주특별자치도 제주시 연삼로 433 ,064-724-6352,33.4972654806877,126.536830780036,http://place.map.kakao.com/15836741,,
45,운송장비용 주유소업,번영로주유소 ,,제주특별자치도 제주시 번영로 578 ,064-723-5100,33.4860450054748,126.601918471245,http://place.map.kakao.com/11412780,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/5255/2019/01/31/31_620444_20190131162106485.jpg&type=b150,http://imgnews.naver.net/image/5255/2019/01/31/31_620444_20190131162106485.jpg
46,운송장비용 주유소업,별표주유소 ,,제주특별자치도 제주시 연삼로 79 ,064-711-2179,33.4936320207947,126.50105568892,http://place.map.kakao.com/11377722,,
47,운송장비용 주유소업,별표주유소 도두점 ,,제주특별자치도 제주시 일주서로 7697 ,064-743-3351,,,,,
48,운송장비용 주유소업,봉개주유소 ,,제주특별자치도 제주시 번영로 515  ,064-721-3579,33.4896129214414,126.596711396468,http://place.map.kakao.com/10387303,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/421/2021/08/05/0005524658_001_20210805140016258.jpg&type=b150,http://imgnews.naver.net/image/421/2021/08/05/0005524658_001_20210805140016258.jpg
49,운송장비용 주유소업,봉아름주유소 ,,제주특별자치도 제주시 번영로 452 ,064-723-5188,33.4922473166248,126.590367655985,http://place.map.kakao.com/142529673,,
50,운송장비용 주유소업,빛나는주유소 ,,제주특별자치도 제주시 노형로 26 ,064-748-7757,33.46203505643412,126.45038732918763,http://place.map.kakao.com/7913420,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/003/2021/11/11/NISI20211111_0018144513_web_20211111145900_20211111150008909.jpg&type=b150,http://imgnews.naver.net/image/003/2021/11/11/NISI20211111_0018144513_web_20211111145900_20211111150008909.jpg
51,운송장비용 주유소업,삼광주유소 ,,제주특별자치도 제주시 번영로 158 ,064-725-5188,33.5043044301774,126.562437109409,http://place.map.kakao.com/8387797,,
52,운송장비용 주유소업,삼남주유소 ,,제주특별자치도 제주시 남성로 60 ,064-755-1618,33.5055057475958,126.514156163094,http://place.map.kakao.com/7917829,,
53,운송장비용 주유소업,삼다주유소 ,,제주특별자치도 제주시 일주서로 7873 ,064-742-2263,33.49405936209115,126.48779384036436,http://place.map.kakao.com/1296343654,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/112/2007/09/03/200709030032.jpg&type=b150,http://imgnews.naver.net/image/112/2007/09/03/200709030032.jpg
54,운송장비용 주유소업,삼성주유소 ,,제주특별자치도 제주시 우정로 43 ,064-713-3500,33.489010180393,126.43109845846,http://place.map.kakao.com/11412870,https://search.pstatic.net/common/?src=https://ldb-phinf.pstatic.net/20200429_201/1588163490808C0rN3_JPEG/dNJkkXc5azlFp2sqm1UmIdZT.jpg&type=b150,https://ldb-phinf.pstatic.net/20200429_201/1588163490808C0rN3_JPEG/dNJkkXc5azlFp2sqm1UmIdZT.jpg
55,운송장비용 주유소업,삼양주유소 ,,제주특별자치도 제주시 일주동로 398 ,064-756-8951,33.5211571470325,126.587712616208,http://place.map.kakao.com/11412803,,
56,운송장비용 주유소업,삼일주유소 ,,제주특별자치도 제주시 연삼로 1051 ,064-725-2355,33.519437820196,126.595647345933,http://place.map.kakao.com/11393693,,
57,운송장비용 주유소업,삼진주유소 ,,제주특별자치도 제주시 용문로 54 ,064-758-8227,33.504312235185,126.50194362457492,http://place.map.kakao.com/26040755,,
58,운송장비용 주유소업,삼화석유㈜ 삼화주유소 ,,제주특별자치도 제주시 서광로 210 ,064-753-2135,33.2479065952287,126.512693445963,http://place.map.kakao.com/12784643,,
59,운송장비용 주유소업,삼화석유㈜ 승민주유소 ,,제주특별자치도 제주시 노연로 56  ,064-747-6959,33.4858062022478,126.486054160967,http://place.map.kakao.com/1382045628,,
60,운송장비용 주유소업,삼화석유㈜ 유공주유소 ,,제주특별자치도 제주시 노형로 364 ,064-743-3442,33.4828146788032,126.475286655232,http://place.map.kakao.com/8036476,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/5085/2016/11/10/0000100020_001_20161110160803077.jpg&type=b150,http://imgnews.naver.net/image/5085/2016/11/10/0000100020_001_20161110160803077.jpg
61,운송장비용 주유소업,이도그린주유소 ,,제주특별자치도 제주시 연삼로 430 ,064-753-7272,33.49664541407061,126.53689219187468,http://place.map.kakao.com/11696374,,
62,운송장비용 주유소업,삼화석유㈜ 천마주유소 ,,제주특별자치도 제주시 임항로 94 ,064-753-8866,33.5179346925778,126.534244998116,http://place.map.kakao.com/8357527,,
63,운송장비용 주유소업,하모니주유소 ,,제주특별자치도 제주시 일주동로 118 ,064-755-2054,33.51575739797558,126.5591418065382,http://place.map.kakao.com/25969062,,
64,운송장비용 주유소업,삼화석유㈜ 행복날개주유소 ,,제주특별자치도 제주시 용문로 12 ,064-711-5184,33.5050428349716,126.497554954629,http://place.map.kakao.com/11412935,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/421/2016/09/07/2121578_article_99_20160907152407.jpg&type=b150,http://imgnews.naver.net/image/421/2016/09/07/2121578_article_99_20160907152407.jpg
65,운송장비용 주유소업,새희망주유소 ,,제주특별자치도 제주시 구좌읍 김녕로 138 ,064-783-5231,33.5550454379999,126.752609738934,http://place.map.kakao.com/23610576,,
66,운송장비용 주유소업,서경주유소 ,,제주특별자치도 제주시 월광로 125 ,064-712-9967,33.4907337786983,126.471778377023,http://place.map.kakao.com/9822943,,
67,운송장비용 주유소업,서광로주유소 ,,제주특별자치도 제주시 서광로 125 ,064-712-5185,33.50051193754328,126.50983316421976,http://place.map.kakao.com/9091508,,
68,운송장비용 주유소업,서부관광주유소 ,,제주특별자치도 제주시 노형로 148 ,064-747-0065,33.4686317648401,126.45955848486,http://place.map.kakao.com/11146733,,
69,운송장비용 주유소업,성신주유소 ,,제주특별자치도 제주시 연삼로 159 ,064-713-8161,33.4931433521523,126.509636877766,http://place.map.kakao.com/11124734,,
70,운송장비용 주유소업,성안주유소 ,,제주특별자치도 제주시 연삼로 50 ,064-743-9388,33.493311696512,126.497644244289,http://place.map.kakao.com/7958859,,
71,운송장비용 주유소업,고내주유소 ,,제주특별자치도 제주시 애월읍 고내로 73 ,064-799-2822,33.46511889700311,126.34420924485636,http://place.map.kakao.com/2053403204,,
72,운송장비용 주유소업,성화주유소 ,,제주특별자치도 제주시 용해로 70 ,064-748-5155,33.51102171299491,126.50302775324728,http://place.map.kakao.com/7952669,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/052/2018/02/28/201802281400066592_d_20180228140213288.jpg&type=b150,http://imgnews.naver.net/image/052/2018/02/28/201802281400066592_d_20180228140213288.jpg
73,운송장비용 주유소업,수원주유소 ,,제주특별자치도 제주시 한림읍 한림로 796 ,064-796-2200,33.4242936450608,126.268064367371,http://place.map.kakao.com/8427983,,
74,운송장비용 주유소업,스마트주유소 ,,제주특별자치도 제주시 연북로 732  ,064-724-8251,33.4960226166854,126.553904384774,http://place.map.kakao.com/20151510,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/5017/2021/09/07/0000300609_001_20210907102802235.jpg&type=b150,http://imgnews.naver.net/image/5017/2021/09/07/0000300609_001_20210907102802235.jpg
75,운송장비용 주유소업,신도시주유소 ,,제주특별자치도 제주시 과원로 88 ,064-746-5185,33.4777532091347,126.492186854146,http://place.map.kakao.com/11336488,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/5445/2019/12/25/20191225094033091126a6b37422422072141217_20191225094231219.jpg&type=b150,http://imgnews.naver.net/image/5445/2019/12/25/20191225094033091126a6b37422422072141217_20191225094231219.jpg
76,운송장비용 주유소업,신촌주유소 ,,제주특별자치도 제주시 조천읍 신북로 74 ,064-782-8851,33.534562914115,126.621901559661,http://place.map.kakao.com/11413058,,
77,운송장비용 주유소업,씨티주유소 ,,제주특별자치도 제주시 한라대학로 88 ,064-711-5189,33.4761613505511,126.479664602659,http://place.map.kakao.com/11427203,,
78,운송장비용 주유소업,애월농협협동조합주유소 ,,제주특별자치도 제주시 애월읍 일주서로 6252 ,064-799-0164,,,,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/5535/2021/08/17/0000351157_001_20210817165636004.jpg&type=b150,http://imgnews.naver.net/image/5535/2021/08/17/0000351157_001_20210817165636004.jpg
79,운송장비용 주유소업,애월주유소 ,,제주특별자치도 제주시 애월읍 일주서로 6325 ,064-799-7077,33.463054494064,126.329921474686,http://place.map.kakao.com/7995863,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/001/2007/05/15/kp1_070515013900.jpg&type=b150,http://imgnews.naver.net/image/001/2007/05/15/kp1_070515013900.jpg
80,운송장비용 주유소업,애조로주유소 ,,제주특별자치도 제주시 애월읍 일주서로 6806 ,064-749-1213,33.4748950893945,126.378565337147,http://place.map.kakao.com/26161206,,
81,운송장비용 주유소업,연동주유소 ,,제주특별자치도 제주시 연북로 154 ,064-745-2225,33.4814366153715,126.49781608937,http://place.map.kakao.com/9229141,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/5085/2014/03/20/142467_161587_504_59_20140320115305.jpg&type=b150,http://imgnews.naver.net/image/5085/2014/03/20/142467_161587_504_59_20140320115305.jpg
82,운송장비용 주유소업,연북로주유소 ,,제주특별자치도 제주시 연북로 524 ,064-726-5198,33.4845872919989,126.536355988269,http://place.map.kakao.com/8172208,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/5085/2021/11/15/0000156400_002_20211115130601326.jpg&type=b150,http://imgnews.naver.net/image/5085/2021/11/15/0000156400_002_20211115130601326.jpg
83,운송장비용 주유소업,열린주유소 ,,제주특별자치도 제주시 한북로 221 ,064-702-1133,33.4602744220388,126.538662587039,http://place.map.kakao.com/11413336,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/003/2016/09/07/NISI20160907_0012153057_web_99_20160907130321.jpg&type=b150,http://imgnews.naver.net/image/003/2016/09/07/NISI20160907_0012153057_web_99_20160907130321.jpg
84,운송장비용 주유소업,오라주유소 ,,제주특별자치도 제주시 연삼로 194 ,064-744-5145,33.492460983731,126.513101321629,http://place.map.kakao.com/8014847,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/5255/2018/11/06/06_612489_20181108184828872.jpg&type=b150,http://imgnews.naver.net/image/5255/2018/11/06/06_612489_20181108184828872.jpg
85,운송장비용 주유소업,온누리주유소 ,,제주특별자치도 제주시 중앙로 409 ,064-726-5185,33.4865697387273,126.541888901184,http://place.map.kakao.com/11378319,,
86,운송장비용 주유소업,용담주유소 ,,제주특별자치도 제주시 용담로 136 ,064-753-3714,33.5090954346179,126.515423313399,http://place.map.kakao.com/8531284,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/5097/2016/12/01/303646_130851_2053_20161201133009903.jpg&type=b150,http://imgnews.naver.net/image/5097/2016/12/01/303646_130851_2053_20161201133009903.jpg
87,운송장비용 주유소업,용호주유소 ,,제주특별자치도 제주시 연삼로 806 ,064-757-5730,33.5116194470258,126.57209988002,http://place.map.kakao.com/10701948,,
88,운송장비용 주유소업,우리주유소 ,,제주특별자치도 제주시 서광로 67 ,064-711-9111,33.4998233902719,126.503559878294,http://place.map.kakao.com/8027427,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/082/2013/06/13/20130612000140_0_59_20130613143832.jpg&type=b150,http://imgnews.naver.net/image/082/2013/06/13/20130612000140_0_59_20130613143832.jpg
89,운송장비용 주유소업,원남주유소 ,,제주특별자치도 제주시 연북로 463 ,064-759-5189,33.4820272159789,126.530727457278,http://place.map.kakao.com/8030572,,
90,운송장비용 주유소업,월산주유소 ,,제주특별자치도 제주시 노형로 201 ,064-746-2288,33.4728715642799,126.462578862537,http://place.map.kakao.com/11412362,,
91,운송장비용 주유소업,유성주유소 ,,제주특별자치도 제주시 조천읍 일주동로 1152 ,064-782-1288,33.53665729013837,126.66378444851767,http://place.map.kakao.com/10684895,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/5085/2012/02/24/111420_121359_4827.jpg&type=b150,http://imgnews.naver.net/image/5085/2012/02/24/111420_121359_4827.jpg
92,운송장비용 주유소업,유수암주유소 ,,제주특별자치도 제주시 애월읍 유수암평화 10길 2 ,064-799-5185,33.4273546550326,126.410800360859,http://place.map.kakao.com/11413493,,
93,운송장비용 주유소업,이좋은주유소 ,,제주특별자치도 제주시 노형로 218 ,064-746-4687,33.4735604895487,126.464270101199,http://place.map.kakao.com/19157408,,
94,운송장비용 주유소업,인양주유소 ,,제주특별자치도 제주시 추자면 영흥4길 1 ,064-742-3529,33.9572918829559,126.300211037036,http://place.map.kakao.com/11562986,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/082/2013/06/13/20130612000140_0_59_20130613143832.jpg&type=b150,http://imgnews.naver.net/image/082/2013/06/13/20130612000140_0_59_20130613143832.jpg
95,운송장비용 주유소업,일광주유소 ,,제주특별자치도 제주시 일주동로 53  ,064-756-5189,33.5133204974074,126.552381978039,http://place.map.kakao.com/8053961,,
96,운송장비용 주유소업,일도주유소 ,,제주특별자치도 제주시 고마로 137 ,064-721-2025,33.5023804829996,126.54297220725,http://place.map.kakao.com/9350916,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/5085/2014/04/13/143989_163706_0807_59_20140413162505.jpg&type=b150,http://imgnews.naver.net/image/5085/2014/04/13/143989_163706_0807_59_20140413162505.jpg
97,운송장비용 주유소업,해송주유소 ,,제주특별자치도 제주시 조천읍 일주동로 854 ,064-782-6051,33.5314756909795,126.632628783283,http://place.map.kakao.com/11413502,,
98,운송장비용 주유소업,장안주유소 ,,제주특별자치도 제주시 연삼로 718 ,064-725-5149,33.510703227057604,126.56300224319222,http://place.map.kakao.com/8539427,,
99,운송장비용 주유소업,정석주유소 ,,제주특별자치도 제주시 한림읍 한수풀로 121 ,064-796-9797,33.4214847033387,126.274887257053,http://place.map.kakao.com/8060987,,
100,운송장비용 주유소업,제주시농협 남부주유소 ,,제주특별자치도 제주시 중앙로 301 ,064-742-5151,,,,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/5085/2014/01/12/139201_157253_2855_59_20140112123002.jpg&type=b150,http://imgnews.naver.net/image/5085/2014/01/12/139201_157253_2855_59_20140112123002.jpg
101,운송장비용 주유소업,제주시농협 동부주유소 ,,제주특별자치도 제주시 번영로 417 ,064-721-7200,33.4942243508177,126.587599270061,http://place.map.kakao.com/8066887,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/5255/2020/08/28/28-6908546_20200828010251711.jpg&type=b150,http://imgnews.naver.net/image/5255/2020/08/28/28-6908546_20200828010251711.jpg
102,운송장비용 주유소업,제주시농협 서부주유소 ,,제주특별자치도 제주시 일주서로 7422 ,064-744-5149,33.4932435442895,126.439696478738,http://place.map.kakao.com/11562990,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/5657/2020/08/27/0000018861_001_20200827110714167.png&type=b150,http://imgnews.naver.net/image/5657/2020/08/27/0000018861_001_20200827110714167.png
103,운송장비용 주유소업,제주주유소 ,,제주특별자치도 제주시 노형로 290 ,064-746-8222,33.4784720005549,126.469214743824,http://place.map.kakao.com/8083791,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/5186/2013/07/09/39995_24630_3132_59_20130709113504.jpg&type=b150,http://imgnews.naver.net/image/5186/2013/07/09/39995_24630_3132_59_20130709113504.jpg
104,운송장비용 주유소업,조천농협유통센터주유소 ,,제주특별자치도 제주시 조천읍 일주동로 757 ,064-784-5189,,,,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/5789/2021/12/25/0000003231_001_20211225123615351.jpg&type=b150,http://imgnews.naver.net/image/5789/2021/12/25/0000003231_001_20211225123615351.jpg
105,운송장비용 주유소업,중앙주유소 ,,제주특별자치도 제주시 구좌읍 구좌로 74 ,064-783-2642,33.5214702044199,126.858371886625,http://place.map.kakao.com/8584553,https://search.pstatic.net/common/?src=http://imgnews.naver.net/image/022/2019/05/02/20190501507420_20190502032803221.jpg&type=b150,http://imgnews.naver.net/image/022/2019/05/02/20190501507420_20190502032803221.jpg
106,운송장비용 주유소업,진성주유소 ,,제주특별자치도 제주시 한경면 일주서로 4672 ,064-772-3745,33.3727626444173,126.21100742289,http://place.map.kakao.com/8597011,,
107,운송장비용 주유소업,태진주유소 ,,제주특별자치도 제주시 일주서로 7728 ,064-745-5189,33.4935736177203,126.472161430504,http://place.map.kakao.com/11222312,,
